or,opt_time,pes_time,opt_minutes,pes_minutes,neighborhood,title,rent,bedrooms,pid,date,link,sqft,sourcepage,longitude,latitude,rent_sqft,region,index,price,commute
37.220084+-121.982328,3717.0,6058.0,61.95,100,los gatos,Secluded! Just steps away from downtown! Call for your tour today!,2950.0,2.0,4505546028.0,2014-06-23,http://sfbay.craigslist.org/sby/apa/4505546028.html,1100.0,http://sfbay.craigslist.org/apa/index3300.html,-121.982328,37.220084,2.6818181818181817,sfbay,269,2950,80
37.366541+-122.002006,3187.0,5216.0,53.11666666666667,86,sunnyvale,Move In This Weekend! $99 Deposit & Waived App Fees!,2900.0,2.0,4468371551.0,2014-05-13,http://sfbay.craigslist.org/sby/apa/4468371551.html,1198.0,http://sfbay.craigslist.org/apa/index2300.html,-122.002006,37.366541,2.4207011686143574,sfbay,271,2900,69
37.260843+-121.885165,3654.0,5579.0,60.9,92,willow glen / cambrian,$1700 - Nice 2 Bedroom/1 Bath Townhouse,1700.0,2.0,4493985339.0,2014-05-29,http://sfbay.craigslist.org/sby/apa/4493985339.html,900.0,http://sfbay.craigslist.org/apa/index3200.html,-121.885165,37.260843,1.8888888888888888,sfbay,274,1700,76
37.793031+-122.269864,1259.0,2378.0,20.983333333333334,39,oakland downtown,"2ba, Downtown Luxury Waterfront Community, Great Location, Pets OK!",3011.0,2.0,4560504656.0,2014-07-09,http://sfbay.craigslist.org/eby/apa/4560504656.html,1077.0,http://sfbay.craigslist.org/apa/index2600.html,-122.26986399999998,37.793031,2.7957288765088206,sfbay,278,3011,29
38.245326+-122.055531,3070.0,4686.0,51.166666666666664,78,fairfield / vacaville,1 bdrm 300 off first months rent,765.0,1.0,4510037425.0,2014-06-08,http://sfbay.craigslist.org/eby/apa/4510037425.html,770.0,http://sfbay.craigslist.org/apa/index2000.html,-122.055531,38.245326,0.9935064935064936,sfbay,279,765,64
37.156093+-121.844602,5099.0,7866.0,84.98333333333333,131,NA,For Rent-Open Hoise,1400.0,1.0,4438920403.0,2014-05-21,http://sfbay.craigslist.org/sby/apa/4438920403.html,450.0,http://sfbay.craigslist.org/apa/index400.html,-121.844602,37.156093,3.111111111111111,sfbay,280,1400,107
37.706912+-121.859322,2608.0,3948.0,43.46666666666667,65,dublin / pleasanton / livermore,"Dublin's Favorite 55+ Community, 100% Smoke Free!!",1725.0,2.0,4508986723.0,2014-06-07,http://sfbay.craigslist.org/eby/apa/4508986723.html,846.0,http://sfbay.craigslist.org/apa/index1900.html,-121.859322,37.706912,2.0390070921985815,sfbay,281,1725,54
37.913444+-122.379083,2039.0,3390.0,33.983333333333334,56,richmond / point / annex,One Year Rental,2100.0,2.0,4554413377.0,2014-07-05,http://sfbay.craigslist.org/eby/apa/4554413377.html,1300.0,http://sfbay.craigslist.org/apa/index800.html,-122.379083,37.913444,1.6153846153846154,sfbay,282,2100,44
38.336572+-121.96425,3631.0,5579.0,60.516666666666666,92,fairfield / vacaville,Amazing Gated Community with Lush Mature Landscaping,1167.0,1.0,4468745377.0,2014-05-13,http://sfbay.craigslist.org/eby/apa/4468745377.html,619.0,http://sfbay.craigslist.org/apa/index1500.html,-121.96425,38.336572,1.8852988691437802,sfbay,283,1167,76
38.336572+-121.96425,3631.0,5579.0,60.516666666666666,92,fairfield / vacaville,Vacaville's Best Kept Secret!,1031.0,NA,4495985961.0,2014-05-30,http://sfbay.craigslist.org/eby/apa/4495985961.html,475.0,http://sfbay.craigslist.org/apa/index2400.html,-121.96425,38.336572,2.170526315789474,sfbay,478,1031,76
37.557882+-122.061203,2600.0,4140.0,43.333333333333336,69,fremont / union city / newark,4 Bed 3 Bath Home in Ardenwood Area of Fremont,3500.0,4.0,4552317098.0,2014-07-03,http://sfbay.craigslist.org/eby/apa/4552317098.html,1929.0,http://sfbay.craigslist.org/apa/,-122.061203,37.557882,1.8144116122343183,sfbay,285,3500,56
37.377456+-122.032785,3210.0,4990.0,53.5,83,sunnyvale,Spacious Two Bedroom Luxury Apartments - Brand New!,3451.0,2.0,4487824939.0,2014-05-25,http://sfbay.craigslist.org/sby/apa/4487824939.html,1063.0,http://sfbay.craigslist.org/apa/index1000.html,-122.032785,37.377456,3.246472248353716,sfbay,287,3451,68
37.247659+-121.856789,4034.0,6773.0,67.23333333333333,112,san jose south,Community conveniently located by Westfields Shopping Center!,2033.0,1.0,4519246988.0,2014-06-13,http://sfbay.craigslist.org/sby/apa/4519246988.html,768.0,http://sfbay.craigslist.org/apa/index1500.html,-121.856789,37.24765900000001,2.6471354166666665,sfbay,288,2033,89
37.247659+-121.856789,4034.0,6773.0,67.23333333333333,112,san jose south,2013 Top Rated Community per Apartmentratings.com!,2003.0,1.0,4478664644.0,2014-05-19,http://sfbay.craigslist.org/sby/apa/4478664644.html,768.0,http://sfbay.craigslist.org/apa/index700.html,-121.856789,37.24765900000001,2.6080729166666665,sfbay,782,2003,89
38.406321+-122.946603,5097.0,7325.0,84.95,122,sebastopol,Custom Downtown Occidental Home,2400.0,3.0,4472292309.0,2014-05-27,http://sfbay.craigslist.org/nby/apa/4472292309.html,2500.0,http://sfbay.craigslist.org/apa/index2500.html,-122.946603,38.40632100000001,0.96,sfbay,289,2400,103
37.770935+-121.54619,3594.0,5207.0,59.9,86,"Mountain House, CA",Beautiful Single Family House + 4 Bedrooms +2.5 baths + 3 Car Garage,2300.0,4.0,4554176475.0,2014-07-05,http://sfbay.craigslist.org/eby/apa/4554176475.html,3015.0,http://sfbay.craigslist.org/apa/index1400.html,-121.54619,37.770935,0.7628524046434494,sfbay,290,2300,72
37.760858+-121.948453,2562.0,3941.0,42.7,65,danville / san ramon,School starts in August. move in before it starts,2425.0,2.0,4561238045.0,2014-07-09,http://sfbay.craigslist.org/eby/apa/4561238045.html,950.0,http://sfbay.craigslist.org/apa/index700.html,-121.948453,37.760858,2.5526315789473686,sfbay,293,2425,53
37.392272+-122.016242,2990.0,4871.0,49.833333333333336,81,cupertino,"Condo, garage, 2 balconies, washer and dryer, quiet serene, pool, spa",2589.0,1.0,4534484881.0,2014-06-27,http://sfbay.craigslist.org/sby/apa/4534484881.html,2250.0,http://sfbay.craigslist.org/apa/index2100.html,-122.016242,37.392272,1.1506666666666667,sfbay,294,2589,65
37.582973+-122.402444,1664.0,3142.0,27.733333333333334,52,daly city,"Spacious 2x2, Top Floor w/Views!",3670.0,2.0,4529121251.0,2014-06-19,http://sfbay.craigslist.org/pen/apa/4529121251.html,1385.0,http://sfbay.craigslist.org/apa/index700.html,-122.402444,37.582973,2.6498194945848375,sfbay,295,3670,39
37.324897+-121.970402,3397.0,5297.0,56.61666666666667,88,santa clara,"Now Ready! Nice 2 Bedroom, 2 Bathroom",2275.0,2.0,4515884166.0,2014-06-20,http://sfbay.craigslist.org/sby/apa/4515884166.html,1056.0,http://sfbay.craigslist.org/apa/index3100.html,-121.97040200000001,37.324897,2.1543560606060606,sfbay,297,2275,72
37.324897+-121.970402,3397.0,5297.0,56.61666666666667,88,santa clara,"Nice, Spacious 2 Bedroom-2 Bath with A/C",2275.0,2.0,4500952985.0,2014-06-02,http://sfbay.craigslist.org/sby/apa/4500952985.html,1056.0,http://sfbay.craigslist.org/apa/index1400.html,-121.97040200000001,37.324897,2.1543560606060606,sfbay,586,2275,72
37.251543+-121.817462,3823.0,5874.0,63.71666666666667,97,san jose south,A Beautiful & Peaceful Place To Live!,1785.0,2.0,4473980295.0,2014-05-16,http://sfbay.craigslist.org/sby/apa/4473980295.html,880.0,http://sfbay.craigslist.org/apa/index600.html,-121.817462,37.251543,2.028409090909091,sfbay,298,1785,80
37.251543+-121.817462,3823.0,5874.0,63.71666666666667,97,san jose south,Come Home To This Elegant Three Bedroom! Wonderful Amenities!,2350.0,3.0,4565611982.0,2014-07-12,http://sfbay.craigslist.org/sby/apa/4565611982.html,135.0,http://sfbay.craigslist.org/apa/index1700.html,-121.817462,37.251543,17.40740740740741,sfbay,610,2350,80
37.933042+-122.058214,2074.0,3385.0,34.56666666666667,56,concord / pleasant hill / martinez,<3 We LOVE Pets! <3,1438.0,NA,4521660129.0,2014-06-15,http://sfbay.craigslist.org/eby/apa/4521660129.html,415.0,http://sfbay.craigslist.org/apa/index1600.html,-122.058214,37.933042,3.4650602409638553,sfbay,299,1438,45
37.310883+-121.950268,3444.0,5315.0,57.4,88,san jose west,Limited Availabilty! Last Studio Apt In Highly Desirable Community,1597.0,NA,4512727933.0,2014-06-09,http://sfbay.craigslist.org/sby/apa/4512727933.html,386.0,http://sfbay.craigslist.org/apa/index300.html,-121.950268,37.310883,4.137305699481865,sfbay,301,1597,72
37.97628+-122.074873,2140.0,3467.0,35.666666666666664,57,concord / pleasant hill / martinez,"BREATHTAKING COURTYARD VIEW, UPGRADED 2X2 AVAILABLE TODAY! $250 OFF",1895.0,2.0,4486324332.0,2014-05-24,http://sfbay.craigslist.org/eby/apa/4486324332.html,880.0,http://sfbay.craigslist.org/apa/index1500.html,-122.074873,37.97628,2.153409090909091,sfbay,303,1895,46
37.418112+-122.15152,2830.0,4605.0,47.166666666666664,76,palo alto,Palo Alto: College Terrace,6750.0,4.0,4530421980.0,2014-06-20,http://sfbay.craigslist.org/pen/apa/4530421980.html,2586.0,http://sfbay.craigslist.org/apa/index2100.html,-122.15152,37.418112,2.6102088167053363,sfbay,304,6750,61
37.285011+-121.935116,3664.0,5838.0,61.06666666666667,97,campbell,We've Got What's Hot! Our Floorplans Sizzle,2520.0,2.0,4483583360.0,2014-05-30,http://sfbay.craigslist.org/sby/apa/4483583360.html,1040.0,http://sfbay.craigslist.org/apa/index2900.html,-121.935116,37.285011,2.423076923076923,sfbay,306,2520,79
37.285011+-121.935116,3664.0,5838.0,61.06666666666667,97,campbell,Awesome Two Story 2 Bedroom 2.5 Bath Townhome Available Now!!!,2520.0,2.0,4482004355.0,2014-05-30,http://sfbay.craigslist.org/sby/apa/4482004355.html,1040.0,http://sfbay.craigslist.org/apa/index1200.html,-121.935116,37.285011,2.423076923076923,sfbay,427,2520,79
37.383033+-122.040687,2901.0,4808.0,48.35,80,sunnyvale,======= You Want To Live Here! =======,2415.0,1.0,4518973255.0,2014-06-13,http://sfbay.craigslist.org/sby/apa/4518973255.html,693.0,http://sfbay.craigslist.org/apa/index2200.html,-122.040687,37.38303300000001,3.484848484848485,sfbay,307,2415,64
37.4056+-122.0775,2911.0,4596.0,48.516666666666666,76,mountain view,A Must See! Fantastic Location! Beautiful One Bedroom Apt Home!,2289.0,1.0,4496523122.0,2014-05-30,http://sfbay.craigslist.org/pen/apa/4496523122.html,768.0,http://sfbay.craigslist.org/apa/index900.html,-122.0775,37.4056,2.98046875,sfbay,309,2289,62
37.4056+-122.0775,2911.0,4596.0,48.516666666666666,76,mountain view,A Place To Call Home! You Will Be Proud To Live Here!,2373.0,1.0,4515363080.0,2014-06-11,http://sfbay.craigslist.org/pen/apa/4515363080.html,682.0,http://sfbay.craigslist.org/apa/index2900.html,-122.0775,37.4056,3.4794721407624634,sfbay,383,2373,62
37.237521+-121.915069,3707.0,6644.0,61.78333333333333,110,san jose south,"TWO BED, ONE BATH IN FANTASTIC NEIGHBORHOOD!",1750.0,2.0,4490907449.0,2014-05-27,http://sfbay.craigslist.org/sby/apa/4490907449.html,1001.0,http://sfbay.craigslist.org/apa/index2200.html,-121.915069,37.237521,1.7482517482517483,sfbay,310,1750,85
37.635132+-122.076474,2181.0,3472.0,36.35,57,NA,Fabulous 3 Bedroom 2 Bath Condo!,2150.0,3.0,4514339968.0,2014-06-16,http://sfbay.craigslist.org/eby/apa/4514339968.html,1245.0,http://sfbay.craigslist.org/apa/index3200.html,-122.076474,37.635132,1.7269076305220883,sfbay,311,2150,46
37.9846+-122.5711,2292.0,4412.0,38.2,73,san anselmo,Last Opportunity and Leasing quickly!  2 Bedroom Townhouses Downtown:),3150.0,2.0,4505974243.0,2014-06-14,http://sfbay.craigslist.org/nby/apa/4505974243.html,1050.0,http://sfbay.craigslist.org/apa/index100.html,-122.5711,37.9846,3.0,sfbay,312,3150,55
37.9846+-122.5711,2292.0,4412.0,38.2,73,san anselmo,Just Renovated and Leasing quickly!  2 Bedroom Townhouses Downtown:),3400.0,2.0,4451329322.0,2014-05-25,http://sfbay.craigslist.org/nby/apa/4451329322.html,1050.0,http://sfbay.craigslist.org/apa/index700.html,-122.5711,37.9846,3.238095238095238,sfbay,709,3400,55
36.972652+-122.050566,5615.0,8963.0,93.58333333333333,149,santa cruz,"2BR/1.5BA Upper westside townhouse, close to UCSC",2250.0,2.0,4476819049.0,2014-05-18,http://sfbay.craigslist.org/scz/apa/4476819049.html,1100.0,http://sfbay.craigslist.org/apa/index600.html,-122.050566,36.972652,2.0454545454545454,sfbay,318,2250,121
37.289975+-121.878172,3537.0,5472.0,58.95,91,san jose south,This unit won't last long! Reserve it for you now.,1575.0,1.0,4509188797.0,2014-06-25,http://sfbay.craigslist.org/sby/apa/4509188797.html,625.0,http://sfbay.craigslist.org/apa/index2000.html,-121.878172,37.289975,2.52,sfbay,323,1575,74
37.791727+-122.212978,1387.0,2694.0,23.116666666666667,44,oakland east,like new 2 BR 1Bath Avilaible 7/01,1450.0,2.0,4521779776.0,2014-06-25,http://sfbay.craigslist.org/eby/apa/4521779776.html,700.0,http://sfbay.craigslist.org/apa/index3300.html,-122.212978,37.791727,2.0714285714285716,sfbay,325,1450,33
37.779867+-122.437072,830.0,1843.0,13.833333333333334,30,alamo square / nopa,Live STEPS from Alamo Sq Park!!!!Can make into a 2BR!!!PKG avail,3295.0,1.0,4512846709.0,2014-06-09,http://sfbay.craigslist.org/sfc/apa/4512846709.html,822.0,http://sfbay.craigslist.org/apa/index200.html,-122.437072,37.779867,4.0085158150851585,sfbay,326,3295,21
38.107851+-122.26058,2576.0,4115.0,42.93333333333333,68,vallejo / benicia,Top Floor 1 Bedroom Apartment on St. Vincents Hill,850.0,1.0,4468698224.0,2014-05-17,http://sfbay.craigslist.org/eby/apa/4468698224.html,750.0,http://sfbay.craigslist.org/apa/index2000.html,-122.26058,38.107851,1.1333333333333333,sfbay,327,850,55
37.337681+-121.872261,3594.0,5542.0,59.9,92,san jose downtown,Naglee Park,6200.0,5.0,4471933673.0,2014-05-15,http://sfbay.craigslist.org/sby/apa/4471933673.html,3600.0,http://sfbay.craigslist.org/apa/index1800.html,-121.872261,37.337681,1.7222222222222223,sfbay,331,6200,75
37.6586+-122.0472,2252.0,3824.0,37.53333333333333,63,hayward / castro valley,☆~Watch the San Francisco fireworks from your BALCONY!!! ☆,1659.0,1.0,4515384896.0,2014-06-11,http://sfbay.craigslist.org/eby/apa/4515384896.html,713.0,http://sfbay.craigslist.org/apa/index2900.html,-122.0472,37.6586,2.326788218793829,sfbay,332,1659,50
37.6586+-122.0472,2252.0,3824.0,37.53333333333333,63,hayward / castro valley,"""Room With A VIEW"" / 1st Floor ""City View"" / Available NOW!!",1977.0,2.0,4566249299.0,2014-07-12,http://sfbay.craigslist.org/eby/apa/4566249299.html,1091.0,http://sfbay.craigslist.org/apa/index400.html,-122.0472,37.6586,1.8120989917506873,sfbay,825,1977,50
37.39704+-121.99537,2945.0,4901.0,49.083333333333336,81,sunnyvale,Sunnyvale Contemporary House-newly remodeled,3300.0,3.0,4543311920.0,2014-06-28,http://sfbay.craigslist.org/sby/apa/4543311920.html,1200.0,http://sfbay.craigslist.org/apa/index2200.html,-121.99537,37.39704,2.75,sfbay,333,3300,65
37.4396+-122.1864,2853.0,4689.0,47.55,78,menlo park,Beautiful large 2 BR 1 BTH apartment in desirable west Menlo Park,3300.0,2.0,4566094761.0,2014-07-12,http://sfbay.craigslist.org/pen/apa/4566094761.html,1100.0,http://sfbay.craigslist.org/apa/index800.html,-122.1864,37.4396,3.0,sfbay,334,3300,62
37.54553+-122.291608,2100.0,3381.0,35.0,56,san mateo,Very Rare & Desirable Top Floor with Walk-In Closet & Courtyard View!,3005.0,1.0,4483755625.0,2014-05-22,http://sfbay.craigslist.org/pen/apa/4483755625.html,713.0,http://sfbay.craigslist.org/apa/index500.html,-122.291608,37.54553,4.214586255259467,sfbay,335,3005,45
37.7166+-121.9226,2566.0,3929.0,42.766666666666666,65,dublin / pleasanton / livermore,•°o•°o Resort Style Pool & Spa at Park Wood!°o•°o•,1850.0,1.0,4548152304.0,2014-07-01,http://sfbay.craigslist.org/eby/apa/4548152304.html,785.0,http://sfbay.craigslist.org/apa/index2300.html,-121.9226,37.7166,2.356687898089172,sfbay,336,1850,53
37.7166+-121.9226,2566.0,3929.0,42.766666666666666,65,berkeley,You wouldn't want to pass this up!,2131.0,1.0,4501272555.0,2014-06-02,http://sfbay.craigslist.org/eby/apa/4501272555.html,632.0,http://sfbay.craigslist.org/apa/index400.html,-121.9226,37.7166,3.3718354430379747,sfbay,959,2131,53
37.7166+-121.9226,2566.0,3929.0,42.766666666666666,65,dublin / pleasanton / livermore,3245 Dublin Blvd # 120,2375.0,2.0,4468915494.0,2014-05-20,http://sfbay.craigslist.org/eby/apa/4468915494.html,1298.0,http://sfbay.craigslist.org/apa/index800.html,-121.9226,37.7166,1.8297380585516179,sfbay,961,2375,53
37.87587+-122.274742,1605.0,3195.0,26.75,53,berkeley north / hills,"Furnished Charming, One Bedroom Flat for One person",1700.0,1.0,4466707022.0,2014-05-30,http://sfbay.craigslist.org/eby/apa/4466707022.html,432.0,http://sfbay.craigslist.org/apa/index1900.html,-122.274742,37.87587,3.935185185185185,sfbay,338,1700,39
37.7562+-121.9522,2573.0,3867.0,42.88333333333333,64,danville / san ramon,Gorgeous 3bd / 2baths Single Story Home,2995.0,3.0,4469283819.0,2014-05-19,http://sfbay.craigslist.org/eby/apa/4469283819.html,1600.0,http://sfbay.craigslist.org/apa/index2700.html,-121.9522,37.7562,1.871875,sfbay,339,2995,53
37.7562+-121.9522,2573.0,3867.0,42.88333333333333,64,danville / san ramon,Don't Miss This! Charming Two Bedrooms Two Full Bathrooms W/D !,2460.0,2.0,4538411630.0,2014-06-25,http://sfbay.craigslist.org/eby/apa/4538411630.html,1029.0,http://sfbay.craigslist.org/apa/index2500.html,-121.9522,37.7562,2.39067055393586,sfbay,521,2460,53
37.788348+-122.429662,679.0,1532.0,11.316666666666666,25,lower pac hts,3bd2ba-LargeOffice-VictorianFlat-W/D in unit-PkgIncl.Off Fillmore St,5500.0,3.0,4482303644.0,2014-05-21,http://sfbay.craigslist.org/sfc/apa/4482303644.html,1800.0,http://sfbay.craigslist.org/apa/index100.html,-122.429662,37.788348,3.0555555555555554,sfbay,340,5500,18
37.791303+-122.245066,1415.0,2727.0,23.583333333333332,45,oakland lake merritt / grand,"Totally Remodeled 3 Bedroom/ 1 Bathroom, washer and dryer in unit",2199.0,3.0,4510951664.0,2014-06-12,http://sfbay.craigslist.org/eby/apa/4510951664.html,1713.0,http://sfbay.craigslist.org/apa/index2400.html,-122.245066,37.791303000000006,1.2837127845884413,sfbay,341,2199,34
37.658761+-122.478739,1441.0,2564.0,24.016666666666666,42,pacifica,Enjoy Our Newest Amenity!,2219.0,1.0,4517596233.0,2014-06-12,http://sfbay.craigslist.org/pen/apa/4517596233.html,756.0,http://sfbay.craigslist.org/apa/index1400.html,-122.478739,37.658761,2.935185185185185,sfbay,342,2219,33
37.972891+-122.033386,2271.0,3572.0,37.85,59,concord / pleasant hill / martinez,Enjoy Resort Style Living In This Spacious Two Bedroom With Garage,2352.0,2.0,4499362307.0,2014-06-01,http://sfbay.craigslist.org/eby/apa/4499362307.html,1102.0,http://sfbay.craigslist.org/apa/index800.html,-122.033386,37.972891,2.134301270417423,sfbay,344,2352,48
38.266069+-122.700798,3350.0,5328.0,55.833333333333336,88,petaluma,723 Liberty Road,1400.0,2.0,4485268226.0,2014-06-02,http://sfbay.craigslist.org/nby/apa/4485268226.html,700.0,http://sfbay.craigslist.org/apa/index3100.html,-122.700798,38.266069,2.0,sfbay,345,1400,71
37.3483+-121.9844,3334.0,5394.0,55.56666666666667,89,santa clara,☆☆☆☆☆5 Star Community with 5 Star Apartments,2570.0,2.0,4544091120.0,2014-06-28,http://sfbay.craigslist.org/sby/apa/4544091120.html,900.0,http://sfbay.craigslist.org/apa/index400.html,-121.9844,37.3483,2.8555555555555556,sfbay,348,2570,72
37.3483+-121.9844,3334.0,5394.0,55.56666666666667,89,santa clara,Studio Unit Available,1350.0,NA,4470170949.0,2014-05-14,http://sfbay.craigslist.org/sby/apa/4470170949.html,386.0,http://sfbay.craigslist.org/apa/index2100.html,-121.9844,37.3483,3.4974093264248705,sfbay,904,1350,72
37.7878+-122.1884,1435.0,2697.0,23.916666666666668,44,oakland hills / mills,Urban/Stylish & Cozy Cottage/Flat in Upper Laurel/Redwood Heights,1450.0,NA,4511292170.0,2014-06-08,http://sfbay.craigslist.org/eby/apa/4511292170.html,350.0,http://sfbay.craigslist.org/apa/index100.html,-122.1884,37.7878,4.142857142857143,sfbay,349,1450,33
37.389152+-121.864922,3448.0,5434.0,57.46666666666667,90,san jose north,Tour Today !! Great Location !!,1963.0,1.0,4498941459.0,2014-06-28,http://sfbay.craigslist.org/sby/apa/4498941459.html,640.0,http://sfbay.craigslist.org/apa/index600.html,-121.86492200000001,37.389152,3.0671875,sfbay,351,1963,73
37.9743+-121.3154,4838.0,6830.0,80.63333333333334,113,Stockton,5 Bed 2 and 2 1/2 bath Home,2800.0,5.0,4527277812.0,2014-06-23,http://sfbay.craigslist.org/nby/apa/4527277812.html,5386.0,http://sfbay.craigslist.org/apa/index1700.html,-121.3154,37.9743,0.5198663200891199,sfbay,353,2800,96
